Country,Latitude,Longitude,SiteID,Elevation,SiteName,Distance matrix lakes_Distance,Distance matrix rivers_Distance
Great Britain,51.7952,-1.30971,S6713,114,Yarnton,4.452353811,0.206855273
Great Britain,51.7979,-1.31256,S6714,96,Yarnton Worton,4.454439906,0.206439703
Great Britain,52.8655,-3.20485,S6715,106,Ysgwennant,3.268870739,0.459956681
Great Britain,52.4804,-3.60962,S6716,360,Ystrad,2.92909361,0.223121828
Ireland,52.2312,-7.22971,S6722,0,Adamstown,1.125971428,0.022324465
Ireland,52.5244,-8.85266,S6723,157,Adamswood,0.792755939,0.860514741
Ireland,52.8219,-7.49845,S6724,163,Addergoole,0.991843242,0.301403276
Ireland,53.8283,-8.82549,S6725,47,Aghamore,0.403423832,0.095985518
Ireland,52.9477,-7.35391,S6727,209,Aghmacart,0.817352056,0.197584913
Ireland,53.8223,-7.91133,S6728,115,Aghnahunshin,0.608281223,0.234988167
Ireland,54.1449,-8.31795,S6729,55,Aghoo,0.329457125,0.158472978
Ireland,52.2568,-7.1292,S6730,0,Ahanaglough,1.045426297,0.007592555
Ireland,51.5196,-9.6429,S6732,0,Altar,0.51607813,1.914102486
Ireland,54.1559,-6.22778,S6733,0,Annagh Beg,0.989525543,0.462762353
Ireland,54.1559,-6.22778,S6734,0,Annagh More,0.989525543,0.462762353
Ireland,53.2738,-9.05178,S6735,30,Annaghkeen,0.053401244,0.688042841
Ireland,54.2708,-7.07478,S6736,78,Annahagh,0.588554062,0.166793625
Ireland,53.4134,-8.00855,S6737,85,Ardagawna,1.007985461,0.548042609
Ireland,53.3604,-7.46547,S6739,45,Ardnaglew,0.929930326,0.176594729
Ireland,53.6045,-6.65563,S6740,0,Ardsallagh,0.438716504,0.480728706
Ireland,53.4924,-6.6809,S6741,0,Arodstown,0.349995501,0.506183807
Ireland,54.2519,-6.30987,S6742,0,Aughintober ,1.067236401,0.341421145
Ireland,52.7845,-9.08075,S6744,159,Ballaghfadda,0.536556568,1.12522936
Ireland,52.8548,-8.28545,S6745,192,Ballinagore,0.903176659,0.440553208
Ireland,51.8724,-8.547,S6746,0,Ballinaspig More,0.957453823,0.797440022
Ireland,52.4452,-8.57851,S6748,364,Ballingayrour,0.991547656,0.588362192
Ireland,53.2453,-8.84006,S6749,48,Ballinillaun,0.227425201,0.644643485
Ireland,54.2995,-6.29648,S6751,0,Ballintaggart,1.116337727,0.303626068
Ireland,53.6313,-6.79084,S6752,0,Ballinter,0.525548378,0.424854653
Ireland,51.9669,-8.38345,S6754,0,Ballinvinny South,1.107720494,0.610570956
Ireland,52.6445,-8.64632,S6756,133,Ballncurra,0.798912646,0.669938266
Ireland,54.474,-5.69105,S6757,0,Balloo,1.497076398,0.745798467
Ireland,53.5359,-6.19397,S6758,0,Ballough,0.438647574,0.811414497
Ireland,55.0392,-7.30437,S6759,141,Ballyarnet,0.671644358,0.567063398
Ireland,52.7799,-6.9404,S6760,0,Ballybannon,0.526841287,0.025387506
Ireland,52.7956,-6.9143,S6761,0,Ballybar,0.497194725,0.0376241
Ireland,53.4271,-7.46582,S6762,68,Ballybrennan,0.947923615,0.242640292
Ireland,54.7317,-6.82546,S6763,75,Ballybriest,0.894964786,0.300000525
Ireland,52.0665,-8.31647,S6764,0,Ballybrowney,1.171668504,0.496634636
Ireland,52.8742,-6.83096,S6765,0,Ballyburn ,0.382678613,0.100589171
Ireland,52.8196,-6.62906,S6767,0,Ballyconnell,0.310476681,0.304306733
Ireland,52.7845,-9.08075,S6768,159,Ballycorick,0.536556568,1.12522936
Ireland,52.924,-7.47479,S6769,362,Ballycuddahy,0.94039725,0.242085161
Ireland,52.6639,-8.62677,S6770,127,Ballycullen,0.793023308,0.655506059
Ireland,52.4064,-7.96639,S6771,60,Ballydrehid,1.428159691,0.03749099
Ireland,52.1676,-10.4022,S6773,138,Ballyferriter,0.810886654,2.385889076
Ireland,54.8977,-5.86435,S6774,111,Ballygalley,1.386350142,0.60718855
Ireland,52.4759,-6.62589,S6775,0,Ballygillistown,0.645309538,0.294893749
Ireland,54.6229,-6.23362,S6776,0,Ballygortgarve,1.438071619,0.185299233
Ireland,54.5005,-5.79055,S6777,0,Ballygowan,1.471045805,0.642906209
Ireland,54.9712,-7.18328,S6778,240,Ballygroll,0.713276665,0.475953219
Ireland,54.791,-5.7064,S6779,0,Ballykeel,1.443978643,0.727286694
Ireland,53.4908,-7.68038,S6780,103,Ballykilmore,0.883188159,0.379936545
Ireland,54.2805,-9.42961,S6781,51,Ballyknock,0.223543365,0.775106939
Ireland,52.1998,-8.3663,S6782,91,Ballylegan,1.13164516,0.470686058
Ireland,52.5636,-9.03415,S6783,86,Ballylin,0.685187125,1.043655757
Ireland,54.8475,-5.85064,S6784,0,Ballyloran,1.429067398,0.601871947
Ireland,52.6639,-8.62677,S6785,127,Ballymackeamore,0.793023308,0.655506059
Ireland,53.2068,-6.14879,S6786,0,Ballyman,0.317946924,0.83900723
Ireland,53.0593,-6.77324,S6787,0,Ballymount,0.229171215,0.214566073
Ireland,52.4813,-8.70124,S6788,77,Ballynabanoge,0.897103407,0.708899246
Ireland,54.4971,-8.18696,S6789,108,Ballynacarrick,0.028687006,0.023653396
Ireland,52.6014,-9.11003,S6790,210,Ballynacragga,0.668276321,1.122238703
Ireland,54.3693,-5.72444,S6791,0,Ballynacraig,1.390592453,0.739118584
Ireland,53.4045,-7.73173,S6792,126,Ballynagarbry,0.972192056,0.350992863
Ireland,55.1876,-6.18423,S6793,0,Ballynagard,1.288204847,0.411251417
Ireland,54.5421,-5.96306,S6794,0,Ballynahatty,1.438251753,0.46548997
Ireland,53.4469,-6.97102,S6795,0,Ballynakill,0.509228785,0.298388386
Ireland,53.8965,-6.95312,S6796,0,Ballynamona,0.836458802,0.150466061
Ireland,52.1609,-8.08678,S6797,0,Ballynoe West,1.405604582,0.259417204
Ireland,52.117,-8.268,S6798,0,Ballyoran Bog,1.221848446,0.427997736
Ireland,54.8508,-5.75544,S6800,84,Ballyprior Beg,1.397862471,0.693653905
Ireland,52.9792,-6.04225,S6801,0,Ballyremon,0.452203208,0.892368634
Ireland,51.507,-9.688,S6802,0,Ballyrisode,0.539370724,1.959513844
Ireland,55.1376,-6.94662,S6803,0,Ballyscullion,1.002178343,0.196275266
Ireland,52.5784,-8.67075,S6805,182,Ballyveelish,0.844356121,0.682928111
Ireland,51.94,-7.88295,S6806,0,Ballyvergan,1.608861869,0.365223778
Ireland,51.94,-7.88295,S6807,0,Ballyvergin,1.608861869,0.365223778
Ireland,52.5078,-9.07616,S6808,94,Ballyvoghan,0.615581696,1.083659104
Ireland,54.6472,-5.56039,S6810,0,Ballywilliam,1.561612065,0.857760431
Ireland,53.4954,-6.3929,S6811,0,Baltrasna,0.308727141,0.703404284
Ireland,51.8785,-8.6454,S6812,0,Barnagore,0.859610245,0.874348061
Ireland,51.9015,-8.46768,S6813,0,Barrees Valley,1.031139287,0.717165834
Ireland,52.8164,-6.8224,S6814,0,Baunogenasraid,0.416614814,0.113318784
Ireland,53.0499,-9.16238,S6815,43,Baur South,0.282498338,0.937746658
Ireland,54.7134,-6.21676,S6816,0,Bay Farm,1.471894614,0.212313583
Ireland,54.1314,-8.41686,S6818,42,Behy,0.385930383,0.165442999
Ireland,53.9723,-9.48625,S6819,87,Belderg Beg,0.204848343,0.733380579
Ireland,54.2974,-9.53334,S6820,0,Belderg More,0.30971052,0.87430538
Ireland,53.4292,-6.46981,S6821,0,Bennetstown,0.232067355,0.651027008
Ireland,52.9187,-7.36998,S6822,584,Blackhill,0.840303718,0.230017372
Ireland,52.9114,-7.51086,S6823,197,Boherard,0.978426243,0.257367495
Ireland,52.5978,-6.33683,S6825,0,Bolinready,0.549126333,0.583131019
Ireland,52.6726,-7.71088,S6826,138,Borris,1.243418031,0.099825751
Ireland,51.4915,-9.71993,S6827,0,Boulysallagh,0.563867704,1.994935582
Ireland,53.6313,-6.79084,S6828,0,Boyerstown,0.525548378,0.424854653
Ireland,54.295,-6.44578,S6829,0,Brackagh,1.098178698,0.251874381
Ireland,52.2972,-8.1683,S6830,18,Brackbaun,1.342623529,0.255562334
Ireland,54.3413,-5.74849,S6832,0,Briggs Rock,1.354060811,0.724309039
Ireland,53.3441,-6.26749,S6833,0,Broomfield,0.2523552,0.794365497
Ireland,54.2427,-9.65135,S6834,13,Bunalty,0.384255242,0.959483796
Ireland,55.0189,-7.32807,S6835,113,Buncranna Road,0.640770046,0.595168434
Ireland,52.9927,-6.89021,S6836,0,Burtown Little,0.363019105,0.081460248
Ireland,52.8154,-6.83824,S6837,0,Busherstown,0.428538428,0.098190365
Ireland,52.8154,-6.83824,S6838,0,Busherstown ,0.428538428,0.098190365
Ireland,52.9205,-7.56657,S6839,194,Bushfield,1.030585694,0.242770724
Ireland,52.3865,-7.93959,S6840,59,Caherabbey ,1.461465198,0.018515854
Ireland,53.1952,-8.81577,S6841,50,Caherweelder,0.273009116,0.685678462
Ireland,52.6369,-9.14754,S6842,233,Cahiracon,0.6782561,1.16329078
Ireland,52.8233,-9.00183,S6843,204,Cahircalla Beg,0.504345456,1.060342585
Ireland,52.8276,-9.00627,S6844,249,Cahircalla More,0.499399672,1.065890527
Ireland,54.6146,-7.15352,S6846,112,Caledon,0.547302183,0.178050307
Ireland,52.5456,-7.39634,S6847,72,Callan,1.028440983,0.212338709
Ireland,51.4848,-9.7322,S6848,0,Callaros Oughter,0.574286072,2.008914094
Ireland,53.9094,-8.46594,S6849,81,Callow,0.604092284,0.033168687
Ireland,54.2706,-8.47153,S6850,67,Caltragh,0.316748759,0.31168192
Ireland,52.841,-7.49872,S6851,174,Cannonswood,0.986039469,0.300064091
Ireland,51.7225,-9.69802,S6852,87,Canshanavoe,0.3427906,1.871810013
Ireland,52.9477,-7.35391,S6853,209,Cappaloughlin,0.817352056,0.197584913
Ireland,53.0625,-7.41407,S6854,407,Cappanrush,0.857288705,0.109790795
Ireland,53.2809,-8.53374,S6855,59,Caraun More,0.515693027,0.577657861
Ireland,53.2717,-6.20564,S6856,0,Carmanhall,0.277217816,0.812579276
Ireland,53.9723,-9.48625,S6857,87,Carn bog,0.204848343,0.733380579
Ireland,54.0312,-6.41118,S6858,0,Carn more,0.836311831,0.404802351
Ireland,54.2558,-9.80494,S6859,13,Carnhill,0.532757347,1.108252503
Ireland,53.2582,-6.17311,S6860,0,Carrickmines,0.305693808,0.836201847
Ireland,54.5969,-7.05062,S6861,304,Carrickmore,0.636589161,0.163889871
Ireland,53.1515,-6.50859,S6862,0,Carrig,0.005562199,0.488413949
Ireland,51.8979,-8.47109,S6863,0,Carrigacat ,1.028292473,0.722085572
Ireland,51.8792,-8.64926,S6864,0,Carrigane,0.85568759,0.877202773
Ireland,51.9016,-8.11998,S6865,0,Carrigatogher,1.376104183,0.483552546
Ireland,52.6639,-8.62677,S6866,127,Carrigdirty,0.793023308,0.655506059
Ireland,53.6343,-7.97228,S6867,80,Carrigeens,0.793502103,0.345552205
Ireland,51.5424,-9.1281,S6868,0,Carrigillihy,0.613761598,1.462372947
Ireland,51.8932,-8.56515,S6869,0,Carrigrohane,0.936058639,0.799724058
Ireland,54.6616,-7.58824,S6870,34,Carrowkilla,0.203726568,0.256806242
Ireland,53.7338,-9.17181,S6871,60,Carrowlisdooaun,0.139778842,0.445282493
Ireland,53.9921,-8.98899,S6872,73,Carrowneden,0.201818721,0.251402588
Ireland,53.3246,-8.70597,S6873,53,Carrowntober,0.340256001,0.534685334
Ireland,52.5168,-7.89117,S6874,100,Cashel,1.419340583,0.057632302
Ireland,52.0614,-9.52644,S6875,268,Cashelkeelty,0.005015241,1.594887376
Ireland,54.7134,-6.21676,S6876,0,Castle Cara,1.471894614,0.212313583
Ireland,54.5621,-6.04742,S6877,0,Castle Mahon,1.429652205,0.378814418
Ireland,52.4753,-8.36379,S6879,76,Chancellorsland,1.100518639,0.371954756
Ireland,53.4333,-6.35081,S6880,0,Cherryhound,0.265726851,0.76241761
Ireland,53.1547,-6.9725,S6881,0,Cherryville,0.411828975,0.089508229
Ireland,51.8979,-8.47109,S6882,0,Claidh Dubh,1.028292473,0.722085572
Ireland,53.2914,-6.68887,S6883,0,Clane,0.194367534,0.396113096
Ireland,52.8259,-8.9679,S6884,184,Clare abbey,0.5083801,1.028923964
Ireland,51.8979,-8.47109,S6885,0,Clashadunna,1.028292473,0.722085572
Ireland,51.6979,-8.4351,S6886,0,Clashroe,1.109000598,0.83429935
Ireland,52.4749,-8.1572,S6887,107,Cloghabreedy,1.240629307,0.166302383
Ireland,53.4011,-7.01611,S6888,0,Cloghaclocka,0.522307591,0.2414688
Ireland,54.4099,-7.17256,S6889,88,Clogher,0.480599147,0.02349302
Ireland,54.2978,-6.0966,S6891,0,Cloghskelt,1.163116852,0.43456284
Ireland,53.9906,-6.71736,S6892,0,Cloghvally,0.824704154,0.11872648
Ireland,53.0075,-7.37501,S6893,211,Clonadacasey,0.825792722,0.145249872
Ireland,53.2775,-6.23111,S6894,0,Clonard,0.254549782,0.792473399
Ireland,53.2201,-7.82895,S6895,87,Clonast bog,1.166651484,0.344467237
Ireland,53.0191,-7.34226,S6896,249,Clonboyne,0.791589448,0.126325001
Ireland,53.4891,-6.87076,S6897,0,Cloncowan,0.462977683,0.37993834
Ireland,53.5514,-7.40268,S6898,107,Clonikilvant,0.859838844,0.366536173
Ireland,52.5106,-8.15166,S6899,46,Clonmore,1.220280477,0.159596514
Ireland,52.9551,-7.44445,S6900,678,Clonrud,0.90388794,0.213012671
Ireland,53.3789,-6.68053,S6901,0,Clonsast,0.255704879,0.440329902
Ireland,53.5514,-7.40268,S6903,107,Clonva,0.859838844,0.366536173
Ireland,53.4934,-6.69157,S6904,0,Clonymeath,0.356280284,0.498857639
Ireland,53.6743,-7.97405,S6905,78,Cloonbony,0.75377349,0.308339927
Ireland,53.5862,-8.44166,S6906,99,Clooncullaun,0.63445927,0.318768744
Ireland,53.9474,-7.78344,S6907,36,Cloone,0.445341835,0.323523837
Ireland,53.666,-9.07655,S6908,44,Clooneen,0.213297791,0.393472494
Ireland,53.7631,-8.13153,S6909,108,Cloonfinlough,0.654453684,0.191032857
Ireland,53.9723,-9.48625,S6910,87,Cloongalloon,0.204848343,0.733380579
Ireland,53.9525,-8.1533,S6911,176,Cloongownagh,0.467138523,0.031464935
Ireland,52.7238,-8.5506,S6912,133,Cloonlara,0.789851519,0.601918969
Ireland,54.0871,-9.17671,S6913,289,Cloonturk,0.050234988,0.461479475
Ireland,53.5614,-6.55926,S6914,0,Clowanstown,0.37040775,0.558634457
Ireland,51.9007,-10.3715,S6915,293,Coarha More,0.792892844,2.452852561
Ireland,54.2558,-5.62723,S6917,74,Coney Island,1.35479426,0.867376868
Ireland,53.6313,-6.79084,S6918,0,Cooksland,0.525548378,0.424854653
Ireland,53.6313,-6.79084,S6919,0,Cookstown,0.525548378,0.424854653
Ireland,53.6313,-6.79084,S6920,0,Cookstown ,0.525548378,0.424854653
Ireland,52.4749,-8.1572,S6921,107,Coolahollaga,1.240629307,0.166302383
Ireland,53.2128,-8.46166,S6922,88,Cooleeny,0.598287221,0.658524338
Ireland,52.8816,-7.54796,S6923,170,Coolfin,1.021769685,0.252937925
Ireland,53.2738,-9.05178,S6925,30,Cooltymurraghy,0.053401244,0.688042841
Ireland,51.5329,-9.53505,S6926,0,Cooradarrigan,0.487407018,1.81447219
Ireland,55.0414,-6.30091,S6937,0,Corkey,1.475254665,0.232363113
Ireland,54.4514,-7.52563,S6938,23,Corlea,0.141039493,0.150349154
Ireland,53.9735,-8.00328,S6939,169,Corlona,0.454542249,0.105740863
Ireland,52.2568,-7.1292,S6940,0,Corradoon,1.045426297,0.007592555
Ireland,53.7101,-7.42548,S6941,27,Corralanna,0.701846147,0.343889177
Ireland,52.9221,-7.52742,S6943,205,Corraun,0.992053305,0.249808844
Ireland,52.1081,-8.27263,S6944,0,Corrin,1.216770132,0.43683732
Ireland,54.9154,-6.3956,S6946,0,Craigs,1.362407679,0.097459683
Ireland,53.628,-8.18863,S6947,85,Creggan,0.793556066,0.334668736
Ireland,52.5349,-8.86969,S6948,164,Croagh,0.785606632,0.877912813
Ireland,54.2222,-9.22159,S6949,54,Croghaun,0.125250977,0.568061653
Ireland,54.1494,-7.18043,S6950,239,Crossreagh,0.524219959,0.085975105
Ireland,51.6856,-9.9337,S6951,105,Crumpane,0.511645073,2.103360153
Ireland,52.8995,-7.5097,S6952,180,Cuffsborough,0.980214946,0.268991498
Ireland,53.8848,-9.50033,S6953,91,Cuilmore,0.258947961,0.743499621
Ireland,54.255,-8.59725,S6954,41,Culleenamore,0.43043887,0.340749451
Ireland,54.2118,-8.99169,S6955,58,Culleens,0.271012772,0.393952406
Ireland,54.2025,-6.56769,S6956,0,Cullyhanna Lough,1.008339264,0.249534748
Ireland,54.2025,-6.56769,S6957,0,Curragh,1.008339264,0.249534748
Ireland,52.3183,-7.98752,S6958,0,Curraghatoor,1.471494203,0.083531149
Ireland,53.2201,-7.82895,S6959,87,Curraghnore,1.166651484,0.344467237
Ireland,52.0518,-8.30679,S6960,0,Curraghprevin ,1.18123745,0.497657351
Ireland,52.5784,-8.67075,S6961,182,Curraghtarsna,0.844356121,0.682928111
Ireland,51.94,-7.88295,S6962,0,Curraheen,1.608861869,0.365223778
Ireland,52.5994,-8.27878,S6963,74,Cush,1.066721819,0.303587943
Ireland,53.462,-6.5223,S6964,0,Darcystown,0.26667171,0.618966284
Ireland,54.7134,-6.21676,S6965,0,Demesne,1.471894614,0.212313583
Ireland,52.9477,-7.35391,S6966,209,Derrinsallagh,0.817352056,0.197584913
Ireland,54.2371,-6.32677,S6967,0,Derrycraw,1.05013131,0.349555596
Ireland,53.547,-9.34664,S6968,60,Derryfadda,0.0155143,0.684985392
Ireland,54.4265,-6.70344,S6969,26,Derryoghil,0.950009332,0.003511091
Ireland,52.9258,-7.60775,S6970,173,Derryvorrigan,1.069712891,0.20477035
Ireland,53.1667,-6.46667,S6971,0,Dillonstown,0.017560431,0.532455741
Ireland,53.3691,-7.05288,S6972,55,Dogstown,0.540637744,0.203727546
Ireland,52.5065,-8.76171,S6973,115,Dollas ,0.857703128,0.769211291
Ireland,52.0614,-9.52644,S6974,268,Domalught,0.005015241,1.594887376
Ireland,53.8683,-6.44711,S6976,0,Donaghmore,0.671635639,0.414007053
Ireland,54.735,-6.136,S6977,0,Donegore,1.555429864,0.295901838
Ireland,53.2902,-8.9881,S6978,45,Doughiska,0.077710173,0.647905677
Ireland,52.0614,-9.52644,S6980,268,Dromatouk,0.005015241,1.594887376
Ireland,51.5885,-9.67785,S6981,0,Dromnea,0.458513598,1.91160729
Ireland,52.2881,-9.67321,S6982,127,Dromthacker,0.227208065,1.693752798
Ireland,53.5077,-6.57727,S6984,0,Drumree ,0.321928315,0.597043194
Ireland,54.5207,-7.7211,S6985,56,Drumwhinny,0.019426025,0.068932247
Ireland,55.1655,-7.19602,S6986,194,Drung,0.838043552,0.44168536
Ireland,53.1152,-6.77536,S6987,0,D̼n Ailinne,0.216667826,0.240266031
Ireland,53.9289,-8.00418,S6988,134,Dun of Drumsna,0.497969388,0.105427873
Ireland,53.42,-6.475,S6989,0,Dunboyne,0.222862467,0.642525547
Ireland,54.2583,-5.8423,S6990,0,Dundrum,1.234250789,0.6701808
Ireland,54.2222,-5.88117,S6991,0,Dundrum Sandhills,1.183457221,0.654403762
Ireland,54.5969,-7.05062,S6992,304,Dungate,0.636589161,0.163889871
Ireland,55.0114,-6.41174,S6994,0,Dunloy,1.387755097,0.123638475
Ireland,52.405,-8.35333,S6995,152,Duntryleague,1.16244077,0.372639523
Ireland,54.1624,-6.11269,S6996,0,Edenagarry,1.030182354,0.519613618
Ireland,53.813,-7.89499,S6997,107,Edercloon,0.610093084,0.25374671
Ireland,55.0268,-7.17831,S6999,538,Eglinton,0.752530524,0.449901535
Ireland,53.7452,-6.79874,S7000,0,Emlagh Bog,0.627612749,0.311231304
Ireland,54.9945,-7.32,S7001,102,Enagh,0.627984944,0.579732558
Ireland,53.4667,-7.25924,S7002,50,Enniscoffey,0.768896767,0.319527754
Ireland,52.7845,-9.08075,S7004,159,Fahee ,0.536556568,1.12522936
Ireland,54.9078,-6.54069,S7005,0,Fallahogy,1.22657231,0.030379046
Ireland,53.4474,-10.134,S7006,24,False Bay,0.611653942,1.448149718
Ireland,54.0609,-6.37637,S7007,0,Faughart,0.869099024,0.438733071
Ireland,52.1398,-8.26653,S7008,29,Fermoy,1.22477102,0.414431714
Ireland,53.5955,-6.32543,S7009,0,Fourknocks,0.424682459,0.673562204
Ireland,53.1532,-6.89372,S7010,0,French Furze ,0.33303548,0.168301643
Ireland,53.4358,-8.47832,S7011,86,Gallagh,0.575098696,0.439589605
Ireland,51.8717,-8.51966,S7012,0,Garrayndarragh,0.984492669,0.776320073
Ireland,52.6604,-7.22578,S7013,30,Garrincreen,0.82296068,0.241530158
Ireland,54.3132,-9.59,S7014,0,Geevraun,0.364727118,0.931963966
Ireland,53.2481,-6.36098,S7015,0,Glassamucky,0.122740051,0.664527424
Ireland,53.462,-6.5223,S7016,0,Glebe,0.26667171,0.618966284
Ireland,53.9723,-9.48625,S7017,87,Glencullin,0.204848343,0.733380579
Ireland,53.8636,-7.25154,S7018,0,Glencurran Cave,0.649851683,0.19540946
Ireland,54.3052,-9.458,S7020,64,Glenurla,0.260658965,0.812049417
Ireland,53.4147,-7.52854,S7021,75,Gneevebeg,0.967112367,0.244061484
Ireland,53.6336,-6.2564,S7022,0,Gormanstown,0.487083981,0.701614189
Ireland,53.8115,-9.50653,S7023,83,Gortaroe,0.209426295,0.754309766
Ireland,54.2689,-10.0093,S7024,20,Gortbrack ,0.732902494,1.306886179
Ireland,54.1733,-7.69633,S7026,171,Gortlaunaght,0.20466756,0.157058502
Ireland,54.2386,-9.8534,S7028,70,Gortmelia,0.574373081,1.148933104
Ireland,53.2738,-9.05178,S7029,30,Gortnahoon,0.053401244,0.688042841
Ireland,52.167,-8.26649,S7030,53,Gortore 1,1.227098385,0.400866244
Ireland,52.2568,-7.1292,S7032,0,Grace Dieu,1.045426297,0.007592555
Ireland,54.2682,-9.86083,S7033,0,Graghil ,0.589766991,1.165155279
Ireland,52.1965,-7.42374,S7034,10,Graigueshoneen,1.280259103,0.151164586
Ireland,53.7281,-8.23414,S7035,121,Grange,0.701183648,0.257988596
Ireland,54.3717,-6.68911,S7036,11,Grangemore,0.963830378,0.041358978
Ireland,52.2881,-7.15311,S7037,0,Granny,1.034116682,0.016630031
Ireland,55.0247,-7.28042,S7038,226,Gransha ,0.677100188,0.547746033
Ireland,52.1854,-8.9294,S7039,140,Greenfield,0.574731015,0.987708188
Ireland,54.5353,-5.56003,S7040,0,Greyabbey Bay,1.619726151,0.864464734
Ireland,53.3572,-7.49489,S7041,50,Hallsfarm,0.957862674,0.180342766
Ireland,53.2246,-6.71738,S7042,0,Halverstown,0.175574362,0.351082692
Ireland,53.215,-6.66518,S7043,0,Hanlonstown,0.125578869,0.387335369
Ireland,53.495,-6.41621,S7044,0,Harlockstown,0.303149504,0.689991687
Ireland,52.3536,-6.64687,S7045,0,Harristown Big,0.769369894,0.287738455
Ireland,54.345,-6.759,S7046,3,Haughey's Fort,0.894908984,0.058374683
Ireland,53.1723,-6.52094,S7047,0,Haylands,0.006562005,0.488434618
Ireland,53.9624,-6.41771,S7048,0,Haynestown ,0.767219352,0.408723612
Ireland,53.6291,-6.98775,S7049,0,Heathstown,0.645332075,0.41700861
Ireland,52.6993,-8.51537,S7050,148,Hermitage,0.831241173,0.56015582
Ireland,52.3262,-10.02,S7051,273,Illauntannig,0.493974361,2.01443795
Ireland,54.4008,-7.41843,S7052,12,Imeroo,0.234564337,0.140792456
Ireland,52.5906,-9.08452,S7053,207,Inchagreenoge,0.674345793,1.095876175
Ireland,52.7243,-7.63024,S7054,92,Inchirourke,1.149307731,0.177086452
Ireland,54.2435,-9.86929,S7055,63,Inver,0.59098906,1.165561314
Ireland,52.0131,-8.50413,S7056,0,Island,0.984599467,0.683413846
Ireland,54.8167,-5.7,S7057,1,Island Magee,1.417499514,0.738780101
Ireland,54.6146,-7.15352,S7058,112,Island McHugh,0.547302183,0.178050307
Ireland,52.7491,-7.55649,S7059,157,Johnstown,1.071606263,0.253783988
Ireland,53.5208,-7.63226,S7060,106,Keenoge,0.853087007,0.381062011
Ireland,52.3137,-6.45807,S7061,0,Kerloge,0.803596507,0.480429003
Ireland,51.9035,-8.44314,S7062,0,Kilbrien,1.05514826,0.697061187
Ireland,52.0575,-8.20864,S7063,0,Kilcor South,1.27940676,0.419233761
Ireland,52.9225,-7.55654,S7064,195,Kilcotton,1.020360964,0.252983902
Ireland,55.1314,-6.32594,S7065,0,Kilcroagh,1.422142883,0.268376158
Ireland,52.5137,-8.80605,S7066,149,Kilfinny,0.824519298,0.813653859
Ireland,53.2604,-6.21981,S7067,0,Kilgobbin,0.260626986,0.79488188
Ireland,52.1002,-7.74065,S7068,0,Kilgreany,1.576114268,0.206969419
Ireland,51.9766,-8.37712,S7069,0,Killalough,1.113348482,0.599519753
Ireland,52.286,-7.10041,S7070,0,Killaspy,1.005029444,0.032311589
Ireland,53.5514,-7.40268,S7071,107,Killavally,0.859838844,0.366536173
Ireland,52.0536,-7.9446,S7072,0,Killeenagh Mountain,1.543430026,0.267105318
Ireland,51.9256,-8.51372,S7073,0,Killeens,0.982254084,0.739039511
Ireland,53.6313,-6.79084,S7074,0,Killegland,0.525548378,0.424854653
Ireland,52.3901,-7.90828,S7075,48,Killemly,1.48315873,0.014232447
Ireland,53.2774,-8.55923,S7076,50,Killescragh,0.490844126,0.577920722
Ireland,52.7473,-7.69211,S7078,79,Killoran,1.199265722,0.121425123
Ireland,52.5927,-8.33595,S7079,88,Killuragh cave,1.030802107,0.356162425
Ireland,51.9584,-8.39633,S7080,0,Killydonoghoe,1.095557729,0.625915147
Ireland,54.647,-6.745,S7082,85,Killymoon,0.943350589,0.183254673
Ireland,54.7134,-6.21676,S7083,0,Kilmahamogue,1.471894614,0.212313583
Ireland,53.3269,-6.43154,S7084,0,Kilmahuddrick,0.136105635,0.644034307
Ireland,53.4108,-6.89482,S7086,0,Kilmorebrannagh,0.426756376,0.301175611
Ireland,51.8949,-9.5805,S7088,11,Kilmurry,0.137051254,1.69858344
Ireland,53.5514,-7.40268,S7089,107,Kilotan,0.859838844,0.366536173
Ireland,52.9585,-7.2062,S7090,198,Kilshane,0.671882971,0.181640439
Ireland,52.3629,-7.57758,S7091,35,Kilsheelan,1.282922006,0.013735518
Ireland,52.528,-8.83811,S7092,189,Kiltenan,0.80659118,0.846090573
Ireland,54.5105,-7.66728,S7093,11,Kiltierney,0.058343835,0.086320614
Ireland,53.8802,-8.36964,S7094,93,Kinard,0.597432572,0.092625475
Ireland,54.3508,-6.7098,S7095,2,King's Stables,0.943788434,0.053519185
Ireland,54.744,-7.512,S7096,11,Kinkit,0.315180202,0.366585048
Ireland,53.4566,-7.10496,S7097,0,Kinnegad,0.62697349,0.289823488
Ireland,53.335,-6.431,S7098,0,Kishoge,0.144003437,0.648769678
Ireland,53.518,-8.85563,S7100,67,Knockacarrigeen Hill,0.22151016,0.390150229
Ireland,53.4029,-7.75623,S7101,118,Knockdomny,0.976041021,0.368588465
Ireland,52.4222,-7.92478,S7102,3,Knockgraffon,1.450079099,0.012619336
Ireland,52.8901,-6.64667,S7103,0,Knocklishen Beg,0.252168144,0.284176933
Ireland,53.5092,-6.58948,S7104,0,Knockmark,0.326758644,0.588053145
Ireland,52.7673,-8.82259,S7105,106,Knocknalappa,0.608304647,0.87256695
Ireland,54.2706,-8.47153,S7106,67,Knockrea North,0.316748759,0.31168192
Ireland,52.453,-8.57256,S7108,237,Knockuregare,1.000123339,0.581778255
