Country,Latitude,Longitude,SiteID,Elevation,SiteName
Ireland,53.1198,-6.0871,S7194,0,Priestsnewtown
Ireland,52.8913,-6.86708,S7195,0,Prumpelstown
Ireland,54.7279,-7.37581,S7196,74,Pubble
Ireland,52.8916,-8.92881,S7197,161,Racorcraun
Ireland,52.4088,-8.37182,S7198,168,Raheen
Ireland,53.1355,-7.81742,S7199,107,Rath
Ireland,52.0795,-9.2455,S7200,46,Rath More
Ireland,53.5684,-6.58512,S7201,0,Rath of the Synods
Ireland,52.1455,-8.26806,S7202,18,Rath-Healy 
Ireland,52.3974,-9.15197,S7204,358,Rathcahill West
Ireland,52.4611,-8.62844,S7205,54,Rathcannon
Ireland,52.8023,-6.87913,S7206,0,Rathcrogue
Ireland,52.6616,-7.74361,S7207,354,Rathcunikeen 
Ireland,52.8008,-6.66,S7208,0,Rathgall
Ireland,53.2761,-8.47889,S7209,60,Rathglass
Ireland,53.709,-6.38824,S7210,0,Rathmullan
Ireland,52.2861,-7.05758,S7211,0,Rathpatrick
Ireland,53.4759,-6.52139,S7212,0,Raynestown
Ireland,51.9108,-10.3549,S7213,271,Reenarea
Ireland,52.7942,-7.94181,S7214,51,Richmond
Ireland,53.4967,-7.16413,S7215,11,Riverstown
Ireland,54.0167,-6.2901,S7216,0,Rockmarshall 
Ireland,52.033,-9.54458,S7217,221,Ross Island
Ireland,53.6297,-7.34394,S7218,87,Rossan 
Ireland,54.2446,-7.48632,S7219,145,Rossmacaffry
Ireland,53.5257,-6.09116,S7220,0,Rush 
Ireland,52.8562,-6.8377,S7221,0,Russellstown
Ireland,52.5535,-6.5505,S7223,0,Scarawalsh
Ireland,52.039,-8.31505,S7224,0,Scartbarry 
Ireland,55.0464,-6.93944,S7225,0,Scroggy Road
Ireland,52.9314,-7.4197,S7226,372,Shanahoe
Ireland,52.7078,-7.73477,S7227,90,Shanballyduff
Ireland,52.932,-7.64529,S7228,148,Shanboe
Ireland,54.0031,-6.83239,S7229,0,Shanco
Ireland,52.6256,-9.16098,S7230,185,Shannakea Beg
Ireland,52.6894,-8.05083,S7231,124,Shevry
Ireland,51.547,-9.12798,S7232,0,Skahanagh
Ireland,53.2333,-7.32168,S7233,437,Skeahanagh 
Ireland,52.8901,-7.1514,S7234,62,Slatt Lower
Ireland,54.1333,-6.43333,S7235,0,Sliabh Gullion
Ireland,54.3401,-5.97367,S7236,0,Slieve Croob
Ireland,54.4916,-8.19066,S7238,124,Sminver 
Ireland,53.3502,-6.24168,S7240,0,Spencer Dock
Ireland,52.9284,-7.47346,S7241,386,Springfield
Ireland,52.2628,-8.29459,S7242,88,Stag Park
Ireland,53.5011,-8.27944,S7243,111,Stonepark
Ireland,54.7563,-5.92463,S7244,0,Straid
Ireland,54.8551,-7.11851,S7245,225,Stranagalwilly
Ireland,52.8495,-6.93088,S7246,0,Strawhall
Ireland,52.3881,-7.89258,S7247,89,Suttonrath
Ireland,52.8119,-8.75268,S7248,123,Teeronea
Ireland,51.8671,-9.6799,S7249,40,Templenoe
Ireland,53.9155,-7.12509,S7250,0,Termon
Ireland,53.1605,-6.87859,S7251,0,The Curragh
Ireland,54.0742,-6.13302,S7253,0,Tievebulliagh
Ireland,52.9607,-7.20146,S7254,188,Timahoe
Ireland,52.9849,-6.81007,S7255,0,Timolin
Ireland,52.7972,-6.89529,S7256,0,Tinryland
Ireland,52.8757,-7.48732,S7257,208,Tintore
Ireland,54.8734,-7.31437,S7258,66,Tirkernaghan
Ireland,53.4883,-6.8494,S7259,0,Tobertynan
Ireland,54.2455,-8.47904,S7260,42,Tonafortes
Ireland,53.999,-9.90011,S7261,43,Tonregee
Ireland,54.4206,-7.41161,S7262,37,Tonyglaskan
Ireland,54.7134,-6.46135,S7263,0,Toome
Ireland,51.5179,-9.65664,S7264,0,Toormore
Ireland,54.3589,-7.52157,S7265,72,Topped Mountain
Ireland,54.15,-7.41706,S7266,191,Townparks
Ireland,51.9867,-8.37462,S7267,0,Trantstown 
Ireland,53.2852,-8.47409,S7268,57,Treanbaun
Ireland,54.0614,-8.41682,S7269,62,Treanmacmurtagh
Ireland,54.6483,-7.07197,S7270,167,Tremoge
Ireland,54.0737,-9.91745,S7271,128,Tullaghanbaun
Ireland,52.8469,-8.24496,S7272,230,Tullahedy
Ireland,54.257,-6.95095,S7274,116,Tullyhirm
Ireland,53.3145,-7.77127,S7275,95,Tumbeagh
Ireland,53.3011,-8.28668,S7277,84,Urraghry
Ireland,53.2712,-8.58033,S7278,52,Vermount
Ireland,53.4418,-6.3493,S7279,0,Ward
Ireland,53.7324,-6.39661,S7280,0,Waterunder
Ireland,52.3193,-6.47523,S7281,0,White Rocks
Ireland,52.854,-7.638,S7282,105,Whitewell
Ireland,53.628,-8.18863,S7283,85,Woodbrook 
Ireland,52.912,-6.86391,S7284,0,Woodlands
Ireland,52.6616,-8.52029,S7285,299,Woodstown
Great Britain,57.4636,-1.81329,S7322,0,Den of Boddam
Great Britain,51.2763,-2.77507,S8379,121,Flint Jack's Cave
Great Britain,51.9405,-4.82188,S8482,92,"Banc Du, Casmael/Puncheston, Pembrokshire"
Great Britain,51.3312,1.38855,S8504,27,"Chalk Hill, Ramsgate, Thanet, Kent"
Great Britain,51.0693,-1.28916,S8887,81,Winnall Down
Great Britain,51.22,-0.769,S8894,0,Badshot Lea
Great Britain,51.44,-1.88,S8895,42,Horslip ditch
Great Britain,51.16,-1.77,S8896,63,Boscombe down
Great Britain,51.05,-1.3,S8897,55,Twyford down
Great Britain,51.552,-1.591,S8898,77,Tower Hill
Great Britain,51.424,-0.992,S8899,0,3017 Reading Business park
Great Britain,50.684,-1.244,S8900,0,Arreton down
Great Britain,51.115,-2.285,S8901,79,Whitesheet Down
Great Britain,51.34,-1.71,S8903,111,"Barrow 2,3&4 Milton Lilbourne"
Ireland,52.1953,-8.27282,S9046,94,Ballinglanna North
Ireland,55.0094,-7.28219,S9172,189,Caw
Ireland,52.1655,-8.26733,S9173,53,Gortore 1b
Ireland,53.9664,-6.39229,S9174,0,Haggardstown
Ireland,52.2791,-7.1332,S9175,0,Newrath 35
Great Britain,52.049,-2.72029,S9184,136,Hereford - Asda site
Great Britain,52.8545,-1.53861,S9185,79,Potlock cursus monument
Great Britain,52.8549,-1.34059,S9186,8,Willow Farm Business Park
Great Britain,58.7448,-2.91676,S9187,0,Ibister 'Tomb of the Eagles'
Great Britain,57.6314,-4.30277,S9188,26,Kinbeachie
Great Britain,56.9485,-7.5251,S9189,0,Ben Tangaval
Great Britain,50.7816,-3.2651,S9190,89,Castle Hill Devon
Ireland,53.166,-6.74,S9196,0,Corbally
Great Britain,52.652,-0.321336,S9214,0,Etton woodgate
Great Britain,51.4126,0.841456,S9215,66,Kingsborough 1
Great Britain,51.4153,0.839911,S9216,66,Kingsborough 2
Great Britain,51.797,1.09563,S9217,14,"Lodge farm, St Osyth"
Great Britain,51.8919,-0.553117,S9218,0,Maiden Bower
Great Britain,52.6615,-0.292583,S9219,0,Northborough
Great Britain,50.8212,-0.744189,S9220,0,Raddon
Great Britain,51.4126,0.839744,S9221,65,Whitehawk
Great Britain,52.146,-2.67284,S9222,58,Hill croft field
